first_name,second_name,assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,form,goals_conceded,goals_scored,ict_index,idx,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,red_cards,saves,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,points_per_game
Aymeric,Laporte,0,0,0,0,146941,0,0,-1,1,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,309,False,0.0,0,Knee injury - Expected back 02 Oct,2022-07-29T14:00:04.447068Z,59,0,0,0,146941.jpg,0,0,0.3,False,,i,13,43,0.0,0,1059,87,37563,1081,0.0,0.0,Laporte,0,0.0
Zack,Steffen,0,0,0,0,164484,0,0,0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,310,False,0.0,0,Joined Middlesbrough on loan - Expected back 01 Jul,2022-07-19T23:00:04.232428Z,40,0,0,0,164484.jpg,0,0,0.0,False,,u,13,43,0.0,0,0,0,1373,81,0.0,0.0,Steffen,0,0.0
Bernardo,Veiga de Carvalho e Silva,2,5,,,165809,0,0,-1,1,111.7,1,3,7.0,7.5,6,6.0,5,2,36.5,311,False,140.0,307,,,69,0,0,0,165809.jpg,0,0,9.3,False,,a,13,43,113.0,30,575425,121245,455139,20803,0.9,4.3,Bernardo,0,6.0
Rúben,Gato Alves Dias,0,0,,,171314,0,0,0,0,39.1,0,2,5.0,5.5,6,4.0,5,0,16.4,312,False,72.2,402,,,60,0,0,0,171314.jpg,0,0,10.9,False,,a,13,43,53.0,20,280485,28307,397413,31230,0.7,3.3,Dias,0,4.0
Phil,Foden,3,0,,,209244,0,0,0,0,187.1,0,3,5.4,5.9,4,4.4,5,1,41.4,314,False,127.8,366,,,80,0,0,0,209244.jpg,0,0,7.3,False,,a,13,43,99.0,22,403566,26727,359368,28042,0.6,2.8,Foden,1,4.4
Rodrigo,Hernandez,2,0,,,220566,0,0,-1,1,81.5,0,3,4.4,4.9,1,3.4,5,0,23.8,315,False,97.6,412,,,59,0,0,0,220566.jpg,0,0,2.4,False,,a,13,43,58.0,17,89127,7219,155645,12609,0.6,2.9,Rodri,0,3.4
Cole,Palmer,0,0,100,100,244851,0,0,0,0,8.4,0,3,1.6,2.1,1,0.6,0,0,2.3,316,False,7.0,38,,2022-08-12T16:00:05.831482Z,45,0,0,0,244851.jpg,0,0,0.1,False,,a,13,43,8.0,3,3690,282,9850,575,0.1,0.7,Palmer,0,1.0
James,McAtee,0,0,0,0,432714,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,317,False,0.0,0,Season-long loan to Sheffield United,2022-08-04T13:21:06.218126Z,45,0,0,0,432714.jpg,0,0,0.0,False,,u,13,43,0.0,0,0,0,693,21,0.0,0.0,McAtee,0,0.0
Erling,Haaland,1,9,,,223094,1,-1,4,-4,32.1,3,4,12.6,13.1,17,11.6,5,9,70.3,318,True,308.2,391,,,119,0,0,0,223094.jpg,0,0,72.1,False,,a,13,43,362.0,58,2776955,357208,359725,5773,1.0,4.9,Haaland,0,11.6
Julián,Álvarez,0,2,,,461358,0,0,-3,3,33.7,1,4,4.0,4.5,12,3.0,0,2,19.4,319,False,76.6,147,,,62,0,0,0,461358.jpg,0,0,1.5,False,,a,13,43,84.0,15,66926,16548,204155,9598,0.5,2.4,Álvarez,0,3.8
Luke,Mbete-Tabu,0,0,75,75,439510,0,0,-1,1,0.0,0,2,0.8,1.1,0,0.0,0,0,0.0,320,False,0.0,0,Head injury - 75% chance of playing,2022-08-25T14:30:06.307078Z,39,0,0,0,439510.jpg,0,0,0.4,False,,d,13,43,0.0,0,47052,134,31190,3357,0.0,0.0,Mbete,0,0.0
Josh,Wilson-Esbrand,0,0,,,447880,0,0,-1,1,0.0,0,2,1.0,1.5,0,0.0,0,0,0.0,322,False,0.0,0,,,39,0,0,0,447880.jpg,0,0,0.7,False,,a,13,43,0.0,0,35613,4740,38301,4526,0.0,0.0,Wilson-Esbrand,0,0.0
Liam,Delap,0,0,0,0,463034,0,0,-1,1,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,323,False,0.0,0,Joined Stoke City on loan - Expected back 01 Jul,2022-08-23T08:30:06.022828Z,44,0,0,0,463034.jpg,0,0,0.4,False,,u,13,43,0.0,0,13802,0,44887,3194,0.0,0.0,Delap,0,0.0
Stefan,Ortega Moreno,0,0,,,88248,0,0,-1,1,0.0,0,1,1.0,1.5,0,0.0,0,0,0.0,324,False,0.0,0,,,39,0,0,0,88248.jpg,0,0,0.6,False,,a,13,43,0.0,0,21268,4779,22127,3112,0.0,0.0,Ortega,0,0.0
Kalvin,Phillips,0,0,75,75,155405,0,0,-1,1,0.5,0,3,0.9,1.3,0,0.2,0,0,0.1,325,False,0.6,1,Shoulder injury - 75% chance of playing,2022-08-25T14:30:06.315810Z,49,0,0,0,155405.jpg,0,0,0.2,False,,d,13,43,0.0,1,4989,59,38783,1144,0.0,0.2,Phillips,0,1.0
Scott,Carson,0,0,,,17601,-1,1,-1,1,0.0,0,1,1.0,1.5,0,0.0,0,0,0.0,502,False,0.0,0,,,39,0,0,0,17601.jpg,0,0,0.1,False,,a,13,43,0.0,0,1714,392,4782,462,0.0,0.0,Carson,0,0.0
Rico,Lewis,0,0,,,477064,0,0,0,0,2.1,0,2,1.4,1.9,1,0.4,0,0,1.2,573,False,9.4,23,,,40,0,0,0,477064.jpg,0,0,0.1,False,,a,13,43,0.0,2,6297,378,4376,489,0.1,0.5,Lewis,0,1.0
Sergio,Gómez,0,0,,,437468,0,0,0,0,2.4,0,2,1.7,2.2,1,0.7,0,0,1.7,587,False,7.6,28,,,45,0,0,0,437468.jpg,0,0,0.0,False,,a,13,43,8.0,2,3981,243,2213,383,0.2,0.4,Sergio Gómez,0,1.0
Claudio,Gomes,0,0,,,219291,0,0,0,0,0.0,0,3,1.0,1.5,0,0.0,0,0,0.0,599,False,0.0,0,,,45,0,0,0,219291.jpg,0,0,0.0,False,,a,13,43,0.0,0,468,166,146,90,0.0,0.0,Gomes,0,0.0
Ben,Knight,0,0,,,244932,0,0,0,0,0.0,0,3,1.0,1.5,0,0.0,0,0,0.0,600,False,0.0,0,,,45,0,0,0,244932.jpg,0,0,0.0,False,,a,13,43,0.0,0,70,26,30,17,0.0,0.0,Knight,0,0.0
Cristiano Ronaldo,dos Santos Aveiro,0,0,,,14937,0,0,-2,2,47.8,0,4,1.0,1.5,0,1.0,4,0,11.5,326,False,12.4,153,,,103,0,0,0,14937.jpg,0,0,2.8,False,,a,14,1,57.0,5,78860,1962,328499,12829,0.1,0.5,Ronaldo,0,1.2
David,De Gea Quintana,0,1,,,51940,0,0,-1,1,0.0,0,1,2.6,3.1,0,2.6,7,0,10.7,327,False,106.0,360,,,49,0,0,0,51940.jpg,0,14,5.6,False,,a,14,1,0.0,13,97949,10682,333197,8758,0.5,2.7,De Gea,0,3.2
Phil,Jones,0,0,,,76359,0,0,-1,1,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,328,False,0.0,0,,,39,0,0,0,76359.jpg,0,0,0.6,False,,a,14,1,0.0,0,35476,6593,20952,2462,0.0,0.0,Jones,0,0.0
Raphaël,Varane,0,0,,,90152,0,0,-2,2,12.3,0,2,1.6,2.1,0,1.6,1,0,6.2,329,False,43.8,225,,,48,0,0,0,90152.jpg,0,0,2.7,False,,a,14,1,6.0,8,117301,18031,108282,6395,0.3,1.7,Varane,1,2.7
Harry,Maguire,0,0,,,95658,-1,1,-3,3,15.5,0,2,-0.2,0.3,0,-0.2,6,0,9.1,330,False,42.2,180,,,47,0,0,0,95658.jpg,0,0,0.5,False,,a,14,1,34.0,-1,10087,393,65014,1667,0.0,-0.2,Maguire,2,-0.5
Frederico,Rodrigues de Paula Santos,0,0,,,101582,0,0,-2,2,7.4,0,3,0.6,1.1,0,0.6,7,0,2.4,331,False,11.6,117,,,53,0,0,0,101582.jpg,0,0,0.5,False,,a,14,1,5.0,3,14229,1017,70257,2167,0.1,0.6,Fred,1,0.8
Luke,Shaw,0,0,,,106760,-1,1,-3,3,46.5,0,2,-0.2,0.3,0,-0.2,6,0,9.0,332,False,24.0,134,,,47,0,0,0,106760.jpg,0,0,0.5,False,,a,14,1,19.0,-1,10616,668,68306,1877,0.0,-0.2,Shaw,1,-0.5
Bruno,Borges Fernandes,0,0,,,141746,0,0,-2,2,92.9,0,3,2.4,2.9,0,2.4,7,1,32.1,333,False,84.6,359,,,98,0,0,0,141746.jpg,0,0,2.2,False,,a,14,1,143.0,12,61623,7824,178042,5068,0.2,1.2,Fernandes,2,3.0
Alex,Telles,0,0,0,0,152590,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,334,False,0.0,0,Joined Sevilla on loan - Expected back 01 Jul,2022-08-04T16:30:05.499124Z,50,0,0,0,152590.jpg,0,0,0.0,False,,u,14,1,0.0,0,0,0,5915,85,0.0,0.0,Telles,0,0.0
Marcus,Rashford,0,3,,,176297,0,0,-2,2,45.2,0,3,3.2,3.7,0,3.2,7,1,26.6,335,False,61.6,355,,,63,0,0,0,176297.jpg,0,0,6.4,False,,a,14,1,159.0,16,374373,49740,822414,18050,0.5,2.5,Rashford,1,4.0
Donny,van de Beek,0,0,,,180184,-1,1,-3,3,2.2,0,3,0.6,1.1,0,0.6,0,0,0.2,336,False,0.6,19,,,52,0,0,0,180184.jpg,0,0,0.3,False,,a,14,1,0.0,3,6004,412,39259,1246,0.1,0.6,Van de Beek,0,1.0
Victor,Lindelöf,0,0,75,0,184667,-1,1,-2,2,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,337,False,0.0,0,Lack of match fitness - 75% chance of playing,2022-08-12T12:30:05.641247Z,43,0,0,0,184667.jpg,0,0,0.1,False,,d,14,1,0.0,0,788,23,15652,274,0.0,0.0,Lindelöf,0,0.0
Scott,McTominay,0,0,,,195851,0,0,-1,1,8.1,0,3,1.0,1.5,0,1.0,3,0,10.1,338,False,39.0,302,,,49,0,0,0,195851.jpg,0,0,0.2,False,,a,14,1,54.0,5,9241,677,20036,829,0.2,1.0,McTominay,3,1.2
Eric,Bailly,0,0,0,0,197365,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,339,False,0.0,0,Joined Marseille on loan - Expected back 01 Jul,2022-08-25T15:30:06.348925Z,40,0,0,0,197365.jpg,0,0,0.9,False,,u,14,1,0.0,0,20468,0,96200,6372,0.0,0.0,Bailly,0,0.0
Jadon,Sancho,0,2,,,209243,0,0,-2,2,67.7,0,3,3.2,3.7,0,3.2,6,1,17.7,340,False,58.6,285,,,73,0,0,0,209243.jpg,0,0,5.3,False,,a,14,1,51.0,16,185941,18382,620758,13955,0.4,2.2,Sancho,0,4.0
Aaron,Wan-Bissaka,0,0,,,214590,0,0,-2,2,0.0,0,2,0.2,0.7,0,0.2,0,0,0.3,341,False,3.0,4,,,43,0,0,0,214590.jpg,0,0,0.3,False,,a,14,1,0.0,1,6217,1019,23419,986,0.0,0.2,Wan-Bissaka,0,1.0
Diogo,Dalot Teixeira,1,3,,,216051,0,0,-1,1,109.7,1,2,2.6,3.1,0,2.6,7,0,30.4,342,False,101.2,355,,,44,0,0,0,216051.jpg,0,0,4.1,False,,a,14,1,93.0,13,221154,35071,233005,7976,0.6,3.0,Dalot,2,3.2
Brandon,Williams,0,0,,,232937,0,0,-1,1,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,343,False,0.0,0,,,39,0,0,0,232937.jpg,0,0,2.3,False,,a,14,1,0.0,0,71564,9456,92941,6894,0.0,0.0,B.Williams,0,0.0
Anthony,Elanga,1,0,,,449434,0,0,-1,1,54.6,0,3,1.8,2.3,0,1.8,0,0,14.0,344,False,33.0,155,,,49,0,0,0,449434.jpg,0,0,0.9,False,,a,14,1,53.0,9,52668,5236,59387,3623,0.4,1.8,Elanga,0,2.2
Anthony,Martial,1,0,25,50,148225,0,0,-1,1,24.0,0,4,0.2,0.7,0,0.8,1,0,5.4,345,False,24.4,45,Achilles injury - 25% chance of playing,2022-08-26T14:30:06.207517Z,69,0,0,0,148225.jpg,0,0,0.7,False,,d,14,1,6.0,4,45623,344,177433,6315,0.1,0.6,Martial,0,4.0
Facundo,Pellistri Rebollo,0,0,0,0,488404,0,0,-1,1,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,347,False,0.0,0,Ankle injury - Expected back 02 Oct,2022-08-01T17:30:04.900946Z,44,0,0,0,488404.jpg,0,0,0.0,False,,i,14,1,0.0,0,946,40,3492,142,0.0,0.0,Pellistri,0,0.0
Tom,Heaton,0,0,,,21205,0,0,0,0,0.0,0,1,0.0,0.5,0,0.0,0,0,0.0,348,False,0.0,0,,,40,0,0,0,21205.jpg,0,0,0.5,False,,a,14,1,0.0,0,5426,205,9700,618,0.0,0.0,Heaton,0,0.0
Tyrell,Malacia,0,2,,,222690,0,0,-1,1,13.8,0,2,2.4,2.9,0,2.4,1,0,7.2,504,False,48.2,226,,,44,0,0,0,222690.jpg,0,0,3.3,False,,a,14,1,10.0,12,176428,24877,99624,4635,0.5,2.7,Malacia,0,3.0
Christian,Eriksen,0,0,,,80607,0,0,-2,2,79.6,0,3,1.8,2.3,0,1.8,7,0,21.4,519,False,47.2,351,,,63,0,0,0,80607.jpg,0,0,2.9,False,,a,14,1,88.0,9,93370,6873,280313,8509,0.3,1.4,Eriksen,0,2.2
Lisandro,Martínez,0,0,,,221820,0,0,-1,1,4.6,0,2,1.4,1.9,0,1.4,7,0,12.5,533,False,83.8,315,,,44,0,0,0,221820.jpg,0,0,4.4,False,,a,14,1,37.0,7,214700,30502,159540,5353,0.3,1.6,Martínez,1,1.8
Amad,Diallo,0,0,,,493250,0,0,-1,1,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,550,False,0.0,0,,,44,0,0,0,493250.jpg,0,0,0.1,False,,a,14,1,0.0,0,4945,469,9337,517,0.0,0.0,Amad,0,0.0
Zidane,Iqbal,0,0,,,461548,0,0,-1,1,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,551,False,0.0,0,,,44,0,0,0,461548.jpg,0,0,0.1,False,,a,14,1,0.0,0,4672,289,11982,589,0.0,0.0,Iqbal,0,0.0
Alejandro,Garnacho,0,0,,,493105,0,0,-1,1,0.0,0,3,0.2,0.7,0,0.2,0,0,0.0,569,False,0.0,1,,,44,0,0,0,493105.jpg,0,0,0.1,False,,a,14,1,0.0,1,15063,1060,9638,636,0.0,0.2,Garnacho,0,1.0
James,Garner,0,0,,,232928,0,0,0,0,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,570,False,0.0,0,,,45,0,0,0,232928.jpg,0,0,0.0,False,,a,14,1,0.0,0,2487,567,1394,129,0.0,0.0,Garner,0,0.0
Carlos Henrique,Casimiro,0,0,,,61256,0,0,0,0,0.0,0,3,0.5,1.0,0,0.5,0,0,0.9,593,False,9.4,10,,,50,0,0,0,61256.jpg,0,0,1.7,False,,a,14,1,0.0,1,163379,23965,32554,6700,0.1,0.2,Casemiro,0,1.0
Jonjo,Shelvey,0,0,0,0,50232,0,0,-1,1,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,349,False,0.0,0,Hamstring injury - Expected back 05 Nov,2022-08-01T11:00:05.118437Z,49,0,0,0,50232.jpg,0,0,0.0,False,,i,15,4,0.0,0,282,21,3146,85,0.0,0.0,Shelvey,0,0.0
Matt,Ritchie,0,0,,,56983,0,0,-1,1,0.0,0,2,0.2,-0.8,0,0.2,0,0,0.0,350,False,0.0,1,,,44,0,0,0,56983.jpg,0,0,0.1,False,,a,15,4,0.0,1,987,107,4908,195,0.0,0.2,Ritchie,0,1.0
Federico,Fernández,0,0,100,100,57145,0,0,-1,1,0.0,0,2,0.0,-1.0,0,0.0,0,0,0.0,351,False,0.0,0,,2022-08-05T11:30:06.019530Z,44,0,0,0,57145.jpg,0,0,0.0,False,,a,15,4,0.0,0,538,121,3596,116,0.0,0.0,Fernández,0,0.0
Ciaran,Clark,0,0,0,0,58845,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,352,False,0.0,0,Joined Sheffield United on loan - Expected back 01 Jul,2022-07-13T23:30:04.924214Z,45,0,0,0,58845.jpg,0,0,0.0,False,,u,15,4,0.0,0,0,0,202,4,0.0,0.0,Clark,0,0.0
Karl,Darlow,0,0,,,59735,0,0,0,0,0.0,0,1,0.0,-1.0,0,0.0,0,0,0.0,353,False,0.0,0,,,40,0,0,0,59735.jpg,0,0,2.2,False,,a,15,4,0.0,0,10713,584,47847,3363,0.0,0.0,Darlow,0,0.0
Chris,Wood,0,0,,,60689,0,0,-2,2,12.4,0,4,1.2,0.2,1,1.2,2,0,6.4,354,False,11.0,115,,,58,0,0,0,60689.jpg,0,0,0.8,False,,a,15,4,41.0,6,22673,1470,105050,5475,0.2,1.0,Wood,0,1.2
Martin,Dubravka,0,0,,,67089,0,0,-1,1,0.0,0,1,0.0,-1.0,0,0.0,0,0,0.0,355,False,0.0,0,,,44,0,0,0,67089.jpg,0,0,0.7,False,,a,15,4,0.0,0,7743,499,47585,1947,0.0,0.0,Dubravka,0,0.0
Callum,Wilson,0,0,0,0,75115,0,0,-2,2,40.5,0,4,0.0,0.0,0,2.8,3,2,23.8,356,False,69.4,244,Hamstring injury - Expected back 11 Sep,2022-08-23T13:30:06.109984Z,73,0,0,0,75115.jpg,0,0,1.1,False,,i,15,4,127.0,14,107299,123,350544,15457,0.4,1.9,Wilson,0,4.7
Kieran,Trippier,0,2,100,75,77794,0,0,1,-1,106.6,0,2,4.4,2.6,0,4.4,6,1,25.7,357,False,125.4,450,,2022-08-30T14:30:06.751009Z,51,0,0,0,77794.jpg,0,0,26.6,False,,a,15,4,24.0,22,1356914,85459,754997,117302,0.9,4.3,Trippier,2,4.4
Dan,Burn,0,1,,,78916,0,0,0,0,27.4,0,2,3.4,2.4,1,3.4,6,0,14.9,358,False,77.2,424,,,45,0,0,0,78916.jpg,0,0,1.5,False,,a,15,4,44.0,17,84274,8233,54042,3757,0.8,3.8,Burn,0,3.4
Ryan,Fraser,0,0,100,100,90105,0,0,-2,2,40.7,0,3,0.8,-0.2,2,0.8,1,0,6.4,359,False,19.6,97,,2022-08-23T13:30:06.120711Z,53,0,0,0,90105.jpg,0,0,0.1,False,,a,15,4,3.0,4,1928,475,11920,219,0.2,0.8,Fraser,0,1.3
Jamaal,Lascelles,0,0,75,100,101148,0,0,-1,1,0.0,0,2,0.0,-1.0,0,0.0,2,0,1.9,360,False,19.0,90,Knock - 75% chance of playing,2022-08-31T22:30:06.790843Z,44,0,0,0,101148.jpg,0,0,0.1,False,,d,15,4,0.0,0,1380,157,7699,314,0.0,0.0,Lascelles,1,0.0
Dwight,Gayle,0,0,0,0,104547,0,0,0,0,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,361,False,0.0,0,Transferred to Stoke City,2022-07-22T22:30:04.833252Z,45,0,0,0,104547.jpg,0,0,0.1,False,,u,15,4,0.0,0,0,0,8567,524,0.0,0.0,Gayle,0,0.0
Paul,Dummett,0,0,,,106618,0,0,0,0,0.0,0,2,0.0,-1.0,0,0.0,0,0,0.0,362,False,0.0,0,,,40,0,0,0,106618.jpg,0,0,0.5,False,,a,15,4,0.0,0,11059,716,20850,1270,0.0,0.0,Dummett,0,0.0
Javier,Manquillo Gaitán,0,0,,,109528,0,0,-1,1,0.0,0,2,0.0,-1.0,0,0.0,0,0,0.0,363,False,0.0,0,,,44,0,0,0,109528.jpg,0,0,0.1,False,,a,15,4,0.0,0,513,45,3486,183,0.0,0.0,Manquillo,0,0.0
Emil,Krafth,0,0,0,0,111773,0,0,-1,1,0.0,0,2,0.0,0.0,0,0.2,0,0,0.0,364,False,0.0,1,Knee injury - Expected back 25 Feb,2022-08-25T11:30:06.045064Z,44,0,0,0,111773.jpg,0,0,0.0,False,,i,15,4,0.0,1,290,6,3542,145,0.0,0.2,Krafth,0,1.0
Jacob,Murphy,0,0,,,114243,0,0,-1,1,2.3,0,3,1.0,0.0,1,1.0,1,0,0.8,365,False,6.0,55,,,44,0,0,0,114243.jpg,0,0,4.4,False,,a,15,4,0.0,5,103885,8463,269531,15492,0.2,1.1,Murphy,0,1.0
Fabian,Schär,0,3,,,119471,0,0,2,-2,46.6,1,2,4.2,3.2,0,4.2,4,1,20.7,366,False,124.2,360,,,47,0,0,0,119471.jpg,0,0,7.7,False,,a,15,4,36.0,21,733359,25124,291403,28550,0.9,4.5,Schär,3,5.2
Matt,Targett,0,2,100,100,169359,0,0,-1,1,67.3,0,2,2.0,1.0,1,2.0,2,0,12.8,367,False,52.8,205,,2022-08-14T00:00:05.991636Z,49,0,0,0,169359.jpg,0,0,0.7,False,,a,15,4,8.0,10,28917,3810,86368,1738,0.4,2.0,Targett,0,3.3
Allan,Saint-Maximin,3,4,50,50,170137,0,0,0,0,95.7,1,3,2.7,2.2,0,5.4,4,1,38.0,368,False,106.6,343,Hamstring injury - 50% chance of playing,2022-08-30T10:00:06.471908Z,65,0,0,0,170137.jpg,0,0,9.1,False,,d,15,4,177.0,27,634007,25391,551368,98739,0.8,4.2,Saint-Maximin,1,6.8
Miguel,Almirón Rejala,0,0,,,179018,0,0,0,0,50.7,0,3,3.4,2.4,2,3.4,5,1,27.4,369,False,70.4,418,,,50,0,0,0,179018.jpg,0,0,1.6,False,,a,15,4,152.0,17,128229,14551,103727,6971,0.7,3.4,Almirón,0,3.4
Sean,Longstaff,1,1,,,180135,0,0,-1,1,27.8,0,3,2.2,1.2,6,2.2,3,0,10.6,370,False,48.2,224,,,44,0,0,0,180135.jpg,0,0,1.2,False,,a,15,4,30.0,11,57509,27622,48524,3791,0.5,2.5,S.Longstaff,0,2.2
Joelinton Cássio,Apolinário de Lira,1,0,,,180974,0,0,0,0,134.2,0,3,2.6,1.6,2,2.6,6,0,31.2,371,False,120.6,450,,,60,0,0,0,180974.jpg,0,0,0.6,False,,a,15,4,57.0,13,39898,3578,47044,2427,0.4,2.2,Joelinton,2,2.6
Jamal,Lewis,0,0,100,100,194799,0,0,-1,1,0.0,0,2,0.0,-1.0,0,0.0,0,0,0.0,372,False,0.0,0,,2022-08-05T11:30:06.035015Z,44,0,0,0,194799.jpg,0,0,0.0,False,,a,15,4,0.0,0,282,65,1931,61,0.0,0.0,Lewis,0,0.0
Joe,Willock,0,0,,,200089,0,0,-1,1,83.4,0,3,2.4,1.4,2,2.4,6,0,25.8,373,False,74.8,396,,,49,0,0,0,200089.jpg,0,0,0.5,False,,a,15,4,100.0,12,22685,2420,33832,1772,0.5,2.4,Willock,0,2.4
Bruno,Guimarães Rodriguez Moura,0,0,50,50,208706,-1,1,-3,3,63.7,0,3,0.7,0.2,0,1.4,3,0,11.8,374,False,50.2,270,Hamstring injury - 50% chance of playing,2022-08-28T19:00:06.397910Z,57,0,0,0,208706.jpg,0,0,3.7,False,,d,15,4,3.0,7,106389,813,689670,42763,0.2,1.2,Bruno Guimarães,1,2.3
Jeff,Hendrick,0,0,0,0,83314,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,375,False,0.0,0,Joined Reading on loan - Expected back 01 Jul,2022-07-13T23:30:04.947320Z,45,0,0,0,83314.jpg,0,0,0.0,False,,u,15,4,0.0,0,0,0,230,6,0.0,0.0,Hendrick,0,0.0
Nick,Pope,0,3,,,98747,0,0,0,0,0.0,0,1,4.8,3.8,2,4.8,6,0,14.6,376,False,145.6,450,,,50,0,0,0,98747.jpg,0,19,6.6,False,,a,15,4,0.0,24,315401,37807,162620,11041,1.0,4.8,Pope,0,4.8
Sven,Botman,0,1,,,220237,0,0,0,0,11.8,0,2,2.2,1.2,0,2.2,4,0,6.4,377,False,39.6,271,,,45,0,0,0,220237.jpg,0,0,1.8,False,,a,15,4,12.0,11,42474,3547,82740,5596,0.5,2.4,Botman,0,2.8
Elliot,Anderson,0,0,,,215379,0,0,0,0,0.6,0,3,0.4,-0.6,1,0.4,1,0,4.0,552,False,9.6,12,,,45,0,0,0,215379.jpg,0,0,0.2,False,,a,15,4,30.0,2,10523,1059,11481,758,0.1,0.4,Anderson,0,1.0
Alexander,Isak,0,1,75,,219168,0,0,0,0,0.8,0,4,2.6,2.5,7,3.5,1,1,5.3,594,False,34.2,63,Dead leg - 75% chance of playing,2022-08-31T22:30:06.916763Z,70,0,0,0,219168.jpg,0,0,2.3,False,,d,15,4,18.0,7,233320,123086,31815,11926,0.5,1.0,Isak,0,7.0
Neco,Williams,0,1,,,215136,0,0,1,-1,143.6,0,2,1.6,0.1,-1,1.6,11,0,37.1,295,False,120.4,450,,,41,0,0,0,215136.jpg,0,0,27.6,False,,a,16,17,106.0,8,717024,39607,513253,38173,0.4,2.0,N.Williams,2,1.6
Harry,Arter,0,0,,,48615,0,0,-1,1,0.0,0,3,0.0,-1.5,0,0.0,0,0,0.0,378,False,0.0,0,,,44,0,0,0,48615.jpg,0,0,0.2,False,,a,16,17,0.0,0,10008,447,15612,885,0.0,0.0,Arter,0,0.0
Steve,Cook,0,0,100,100,56917,0,0,0,0,11.5,0,2,0.8,-0.7,0,0.8,2,0,5.9,379,False,44.0,175,,2022-08-12T15:30:05.680688Z,45,0,0,0,56917.jpg,0,0,0.1,False,,a,16,17,4.0,4,2158,317,8465,433,0.2,0.9,Cook,1,1.3
Lyle,Taylor,0,0,,,57647,-1,1,-1,1,0.0,0,4,0.0,-1.5,0,0.0,0,0,0.0,380,False,0.0,0,,,44,0,0,0,57647.jpg,0,0,8.0,False,,a,16,17,0.0,0,208017,23013,493348,50494,0.0,0.0,Taylor,0,0.0
Jack,Colback,0,0,100,100,58771,0,0,-1,1,15.3,0,3,0.6,-0.9,1,0.6,3,0,3.4,381,False,18.6,111,,2022-08-14T23:30:06.699626Z,44,0,0,0,58771.jpg,0,0,0.9,False,,a,16,17,0.0,3,26624,1524,87698,3029,0.1,0.7,Colback,0,1.5
Brice,Samba,0,0,0,0,102836,0,0,0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,382,False,0.0,0,Transferred to RC Lens,2022-07-06T13:30:03.861018Z,45,0,0,0,102836.jpg,0,0,0.0,False,,u,16,17,0.0,0,0,0,137,12,0.0,0.0,Samba,0,0.0
Carlos,Ribeiro Dias,0,0,,,166325,0,0,-1,1,0.1,0,3,0.2,-1.3,0,0.2,0,0,0.3,383,False,2.4,6,,,44,0,0,0,166325.jpg,0,0,0.4,False,,a,16,17,0.0,1,16234,972,27202,1528,0.0,0.2,Cafú,0,1.0
Joe,Lolley,0,0,0,0,168172,0,0,-1,1,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,384,False,0.0,0,Transferred to Sydney FC,2022-08-16T08:49:55.320541Z,49,0,0,0,168172.jpg,0,0,0.0,False,,u,16,17,0.0,0,313,0,4473,114,0.0,0.0,Lolley,0,0.0
Scott,McKenna,0,0,100,100,168281,0,0,0,0,28.1,0,2,1.4,-0.1,-1,1.4,11,0,11.8,385,False,84.8,450,,2022-08-12T15:30:05.689103Z,45,0,0,0,168281.jpg,0,0,0.1,False,,a,16,17,6.0,7,2523,291,5397,357,0.3,1.6,McKenna,2,1.4
Mohamed,Dräger,0,0,0,0,173399,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,386,False,0.0,0,Season-long loan to FC Luzern,2022-08-04T13:25:02.036499Z,40,0,0,0,173399.jpg,0,0,0.1,False,,u,16,17,0.0,0,0,0,11617,430,0.0,0.0,Dräger,0,0.0
